service_type,main_category,area_name,distance_from_center,time_of_day_minutes,day_of_week,peak_hour,demand_level,weather,final_price
Full Legs Wax,Personal Care,Model Town,2.46,1084,Saturday,1,High,Clear,891
Full Legs Wax,Personal Care,Bahria Town,3.72,161,Friday,0,Low,Clear,876
Full Legs Wax,Personal Care,Bahria Town,1.82,1396,Wednesday,0,Medium,Clear,976
Full Legs Wax,Personal Care,Model Town,0.46,993,Tuesday,0,Low,Rainy,806
Full Legs Wax,Personal Care,Iqbal Town,2.85,174,Thursday,0,High,Foggy,811
Full Legs Wax,Personal Care,Sultanpura,4.15,1049,Monday,0,High,Foggy,979
Full Legs Wax,Personal Care,Garden Town,3.38,688,Tuesday,1,Medium,Rainy,901
Full Legs Wax,Personal Care,Model Town,1.53,1285,Tuesday,1,Low,Foggy,965
Full Legs Wax,Personal Care,Androon Lahore,5.95,1215,Wednesday,0,Medium,Clear,940
Full Legs Wax,Personal Care,Johar Town,0.62,968,Friday,1,High,Foggy,945
Full Legs Wax,Personal Care,Johar Town,2.97,1133,Monday,1,Medium,Sunny,925
Full Legs Wax,Personal Care,Cantt,6.49,1263,Tuesday,1,High,Sunny,865
Full Legs Wax,Personal Care,Sultanpura,7.49,784,Sunday,0,High,Foggy,924
Full Legs Wax,Personal Care,Gulberg,1.55,1146,Sunday,0,High,Rainy,903
Half Legs Wax,Personal Care,Garhi Shahu,3.24,772,Sunday,0,Low,Clear,645
Half Legs Wax,Personal Care,DHA,0.64,1225,Thursday,0,High,Rainy,538
Half Legs Wax,Personal Care,Johar Town,3.69,574,Monday,1,Low,Clear,670
Half Legs Wax,Personal Care,Askari,6.96,1188,Thursday,1,Low,Rainy,528
Half Legs Wax,Personal Care,Garhi Shahu,4.49,1269,Friday,1,Medium,Clear,663
Half Legs Wax,Personal Care,Iqbal Town,7.15,853,Sunday,1,Medium,Clear,657
Half Legs Wax,Personal Care,DHA,5.32,936,Friday,0,Low,Foggy,667
Half Legs Wax,Personal Care,Bahria Town,1.8,1105,Friday,0,High,Clear,572
Half Legs Wax,Personal Care,Model Town,2.85,736,Saturday,1,Low,Foggy,670
Half Legs Wax,Personal Care,Township,2.34,750,Friday,1,Medium,Foggy,581
Half Legs Wax,Personal Care,Misri Shah,3.19,487,Friday,1,Low,Clear,591
Half Legs Wax,Personal Care,Township,2.8,1235,Monday,1,High,Rainy,607
Half Legs Wax,Personal Care,Misri Shah,7.96,142,Saturday,1,Low,Foggy,677
Half Legs Wax,Personal Care,Model Town,3.88,729,Wednesday,0,High,Clear,643
Half Legs Wax,Personal Care,Model Town,2.21,276,Sunday,0,Low,Sunny,642
Half Legs Wax,Personal Care,Garhi Shahu,7.5,973,Friday,1,Low,Foggy,649
Half Legs Wax,Personal Care,Cantt,4.42,886,Wednesday,0,Low,Sunny,580
Half Legs Wax,Personal Care,Shadman,5.35,154,Tuesday,1,Medium,Foggy,505
Half Legs Wax,Personal Care,Johar Town,6.31,442,Wednesday,1,Low,Foggy,634
Half Legs Wax,Personal Care,Shadman,4.72,1390,Sunday,1,Low,Rainy,581
Half Legs Wax,Personal Care,Model Town,4.52,406,Wednesday,1,High,Foggy,628
Half Legs Wax,Personal Care,DHA,0.6,450,Thursday,0,High,Rainy,650
Half Legs Wax,Personal Care,Valencia,7.46,972,Wednesday,0,Low,Clear,596
Half Legs Wax,Personal Care,DHA,2.69,1238,Friday,0,Low,Clear,560
Half Legs Wax,Personal Care,Askari,7.4,740,Monday,1,High,Sunny,649
Half Legs Wax,Personal Care,Garhi Shahu,5.06,303,Wednesday,0,High,Foggy,534
Half Legs Wax,Personal Care,Shadman,6.69,1134,Monday,0,High,Sunny,653
Half Legs Wax,Personal Care,Shadman,2.35,32,Wednesday,1,Medium,Rainy,695
Half Legs Wax,Personal Care,Wapda Town,2.15,217,Saturday,0,High,Rainy,645
Half Legs Wax,Personal Care,Johar Town,0.52,411,Saturday,0,Medium,Clear,615
Half Legs Wax,Personal Care,Johar Town,5.87,514,Friday,1,High,Clear,534
Half Legs Wax,Personal Care,Johar Town,1.52,953,Monday,0,High,Rainy,692
Sensitive Skin Wax,Personal Care,DHA,3.92,1081,Thursday,1,Medium,Foggy,912
Sensitive Skin Wax,Personal Care,Sultanpura,1.93,104,Sunday,1,Medium,Rainy,830
Sensitive Skin Wax,Personal Care,Wapda Town,3.14,1434,Wednesday,1,High,Foggy,866
Sensitive Skin Wax,Personal Care,Iqbal Town,2.0,159,Wednesday,1,Medium,Clear,996
Sensitive Skin Wax,Personal Care,Shadman,7.8,195,Sunday,1,Medium,Sunny,808
Sensitive Skin Wax,Personal Care,Iqbal Town,3.44,1054,Wednesday,1,High,Rainy,846
Sensitive Skin Wax,Personal Care,Garhi Shahu,0.85,183,Sunday,1,Low,Sunny,923
Sensitive Skin Wax,Personal Care,Askari,1.31,1020,Thursday,1,High,Sunny,883
Sensitive Skin Wax,Personal Care,Cantt,6.46,113,Monday,0,High,Foggy,867
Sensitive Skin Wax,Personal Care,Androon Lahore,0.68,224,Monday,0,Low,Clear,869
Sensitive Skin Wax,Personal Care,Iqbal Town,3.06,1377,Saturday,0,Low,Rainy,969
Sensitive Skin Wax,Personal Care,Bahria Town,0.23,430,Saturday,0,Low,Foggy,815
Sensitive Skin Wax,Personal Care,Township,1.99,953,Saturday,1,High,Sunny,800
Sensitive Skin Wax,Personal Care,Gulberg,7.48,572,Thursday,1,Low,Rainy,800
Sensitive Skin Wax,Personal Care,Iqbal Town,5.23,323,Wednesday,0,High,Foggy,935
Sensitive Skin Wax,Personal Care,Garden Town,3.64,442,Saturday,0,Medium,Rainy,939
Sensitive Skin Wax,Personal Care,Iqbal Town,3.02,86,Friday,0,Medium,Clear,847
Sensitive Skin Wax,Personal Care,Johar Town,3.8,158,Wednesday,1,High,Foggy,826
Sensitive Skin Wax,Personal Care,Johar Town,2.3,1257,Sunday,0,Low,Foggy,885
Sensitive Skin Wax,Personal Care,Johar Town,2.98,1067,Monday,0,Low,Clear,871
Sensitive Skin Wax,Personal Care,Misri Shah,5.59,1260,Saturday,1,Low,Clear,883
Sensitive Skin Wax,Personal Care,Shadman,3.71,999,Saturday,1,High,Foggy,856
Sensitive Skin Wax,Personal Care,Misri Shah,3.25,572,Wednesday,1,Medium,Sunny,920
Sensitive Skin Wax,Personal Care,Garhi Shahu,4.4,0,Wednesday,0,Low,Rainy,868
Sensitive Skin Wax,Personal Care,Garden Town,0.65,1048,Monday,0,Low,Sunny,847
Sensitive Skin Wax,Personal Care,DHA,0.89,15,Saturday,0,High,Sunny,820
Sensitive Skin Wax,Personal Care,Valencia,2.08,593,Saturday,1,High,Clear,937
Sensitive Skin Wax,Personal Care,Township,3.4,10,Thursday,1,Low,Clear,963
Sensitive Skin Wax,Personal Care,Sultanpura,0.19,1205,Saturday,0,Medium,Clear,887
Sensitive Skin Wax,Personal Care,Model Town,0.52,1123,Sunday,1,High,Foggy,841
Sensitive Skin Wax,Personal Care,Garhi Shahu,5.89,351,Saturday,1,Low,Clear,892
Sensitive Skin Wax,Personal Care,Valencia,5.07,1414,Saturday,0,Medium,Rainy,830
Basic Eyebrow Shaping,Personal Care,Androon Lahore,4.04,1152,Friday,1,Low,Sunny,333
Basic Eyebrow Shaping,Personal Care,Askari,7.55,1319,Friday,1,High,Sunny,258
Basic Eyebrow Shaping,Personal Care,Model Town,3.55,907,Thursday,0,High,Rainy,276
Basic Eyebrow Shaping,Personal Care,Valencia,5.6,886,Monday,1,High,Clear,335
Basic Eyebrow Shaping,Personal Care,Garden Town,2.42,213,Saturday,1,Medium,Foggy,291
Basic Eyebrow Shaping,Personal Care,Valencia,1.41,483,Friday,1,Medium,Rainy,319
Basic Eyebrow Shaping,Personal Care,Iqbal Town,6.81,153,Tuesday,0,Medium,Rainy,337
Basic Eyebrow Shaping,Personal Care,Wapda Town,1.82,863,Wednesday,1,High,Foggy,268
Basic Eyebrow Shaping,Personal Care,Iqbal Town,2.26,445,Thursday,0,High,Sunny,274
Basic Eyebrow Shaping,Personal Care,Gulberg,5.13,623,Monday,0,Low,Clear,292
Basic Eyebrow Shaping,Personal Care,Cantt,1.28,688,Monday,0,Medium,Rainy,307
Basic Eyebrow Shaping,Personal Care,Johar Town,0.37,965,Sunday,1,Medium,Rainy,290
Basic Eyebrow Shaping,Personal Care,Cantt,2.69,1034,Wednesday,0,High,Foggy,275
Basic Eyebrow Shaping,Personal Care,Iqbal Town,2.91,421,Monday,0,Medium,Sunny,288
Basic Eyebrow Shaping,Personal Care,Askari,0.55,877,Tuesday,0,High,Foggy,298
Basic Eyebrow Shaping,Personal Care,Township,6.92,1224,Tuesday,1,Low,Sunny,300
Basic Eyebrow Shaping,Personal Care,Valencia,1.84,186,Friday,1,High,Rainy,339
Basic Eyebrow Shaping,Personal Care,Iqbal Town,3.95,1125,Sunday,0,High,Rainy,278
Basic Eyebrow Shaping,Personal Care,Johar Town,4.86,916,Sunday,1,Medium,Clear,309
Basic Eyebrow Shaping,Personal Care,Bahria Town,5.75,790,Wednesday,0,Low,Sunny,279
Basic Eyebrow Shaping,Personal Care,Township,5.74,436,Sunday,0,Low,Clear,349
Basic Eyebrow Shaping,Personal Care,Johar Town,2.79,902,Thursday,0,High,Foggy,334
Basic Eyebrow Shaping,Personal Care,Township,5.2,384,Tuesday,0,Medium,Clear,264
Basic Eyebrow Shaping,Personal Care,Gulberg,3.31,1350,Friday,1,High,Foggy,256
Basic Eyebrow Shaping,Personal Care,Wapda Town,5.78,688,Thursday,0,Low,Clear,346
Basic Eyebrow Shaping,Personal Care,Valencia,4.97,541,Friday,1,Medium,Clear,346
Basic Eyebrow Shaping,Personal Care,Garhi Shahu,5.64,75,Friday,1,Low,Clear,259
Basic Eyebrow Shaping,Personal Care,Garden Town,1.73,737,Thursday,1,Low,Foggy,337
Basic Eyebrow Shaping,Personal Care,Garden Town,0.6,507,Saturday,0,Medium,Foggy,336
Basic Eyebrow Shaping,Personal Care,Valencia,1.13,175,Friday,0,Medium,Clear,281
Basic Eyebrow Shaping,Personal Care,Valencia,1.7,658,Wednesday,1,High,Foggy,301
Basic Eyebrow Shaping,Personal Care,Bahria Town,6.09,661,Sunday,0,Low,Foggy,286
Upper Lips Threading,Personal Care,Bahria Town,2.98,572,Wednesday,0,Medium,Foggy,209
Upper Lips Threading,Personal Care,Valencia,7.05,1374,Thursday,0,Low,Foggy,218
Upper Lips Threading,Personal Care,Iqbal Town,3.43,976,Saturday,1,Medium,Clear,192
Upper Lips Threading,Personal Care,Garden Town,2.97,1164,Friday,0,Medium,Clear,240
Upper Lips Threading,Personal Care,Township,4.85,1221,Friday,0,High,Rainy,154
Upper Lips Threading,Personal Care,Township,4.66,382,Saturday,0,High,Clear,150
Upper Lips Threading,Personal Care,DHA,4.71,1413,Thursday,0,Low,Sunny,202
Upper Lips Threading,Personal Care,Cantt,2.09,834,Saturday,1,Low,Sunny,216
Upper Lips Threading,Personal Care,DHA,6.52,855,Saturday,0,High,Rainy,175
Upper Lips Threading,Personal Care,Johar Town,0.23,1292,Saturday,0,High,Foggy,203
Upper Lips Threading,Personal Care,Wapda Town,0.47,556,Friday,0,Low,Clear,200
Upper Lips Threading,Personal Care,Gulberg,4.61,889,Thursday,1,Low,Clear,247
Upper Lips Threading,Personal Care,Iqbal Town,1.41,1140,Saturday,1,High,Foggy,219
Upper Lips Threading,Personal Care,Misri Shah,4.68,324,Wednesday,0,Medium,Clear,163
Upper Lips Threading,Personal Care,Shadman,4.27,829,Sunday,1,Medium,Sunny,155
Upper Lips Threading,Personal Care,Iqbal Town,6.31,1201,Wednesday,0,Low,Foggy,210
Upper Lips Threading,Personal Care,Johar Town,1.47,636,Friday,0,High,Foggy,223
Upper Lips Threading,Personal Care,Androon Lahore,6.5,1038,Thursday,0,Medium,Sunny,196
Upper Lips Threading,Personal Care,Township,3.9,20,Monday,0,Medium,Foggy,171
Upper Lips Threading,Personal Care,Bahria Town,1.17,1221,Wednesday,0,Medium,Sunny,153
Upper Lips Threading,Personal Care,Garden Town,6.26,897,Friday,1,Medium,Foggy,201
Upper Lips Threading,Personal Care,Johar Town,6.93,1419,Saturday,0,Medium,Clear,155
Upper Lips Threading,Personal Care,Bahria Town,4.59,744,Saturday,1,High,Rainy,202
Upper Lips Threading,Personal Care,Androon Lahore,6.44,151,Wednesday,1,Medium,Rainy,189
Upper Lips Threading,Personal Care,Garden Town,6.05,934,Wednesday,0,Medium,Sunny,236
Upper Lips Threading,Personal Care,Model Town,7.57,720,Wednesday,0,Low,Clear,156
Upper Lips Threading,Personal Care,DHA,7.38,764,Thursday,0,Low,Foggy,166
Upper Lips Threading,Personal Care,Bahria Town,7.96,776,Wednesday,1,Medium,Foggy,229
Upper Lips Threading,Personal Care,Garhi Shahu,5.49,1419,Tuesday,1,High,Sunny,228
Upper Lips Threading,Personal Care,Wapda Town,4.44,154,Friday,0,Medium,Rainy,157
Upper Lips Threading,Personal Care,DHA,0.3,1412,Tuesday,1,High,Rainy,185
Upper Lips Threading,Personal Care,Askari,6.73,1331,Thursday,1,Medium,Clear,153
Full Face Threading,Personal Care,Cantt,3.09,1073,Friday,0,Medium,Sunny,2132
Full Face Threading,Personal Care,Wapda Town,6.92,1064,Saturday,1,Low,Rainy,2190
Full Face Threading,Personal Care,Model Town,6.17,499,Tuesday,1,Low,Clear,2069
Full Face Threading,Personal Care,Valencia,7.16,956,Friday,1,Low,Sunny,2182
Full Face Threading,Personal Care,Model Town,7.8,97,Friday,1,High,Foggy,2116
Full Face Threading,Personal Care,Valencia,5.56,519,Friday,0,High,Foggy,2117
Full Face Threading,Personal Care,Cantt,1.71,1100,Monday,0,Medium,Rainy,2152
Full Face Threading,Personal Care,Sultanpura,6.25,779,Monday,1,Medium,Sunny,2136
Full Face Threading,Personal Care,Wapda Town,3.95,633,Sunday,0,High,Sunny,2196
Full Face Threading,Personal Care,Garden Town,7.85,1295,Thursday,1,Medium,Rainy,2092
Full Face Threading,Personal Care,Wapda Town,1.02,1187,Saturday,1,Low,Clear,2081
Full Face Threading,Personal Care,Wapda Town,3.61,433,Tuesday,0,High,Clear,2127
Full Face Threading,Personal Care,Shadman,2.14,1217,Thursday,1,High,Rainy,2192
Full Face Threading,Personal Care,Johar Town,6.64,846,Friday,0,Low,Rainy,2073
Full Face Threading,Personal Care,Model Town,2.7,683,Wednesday,0,Low,Sunny,2186
Full Face Threading,Personal Care,Wapda Town,4.1,473,Sunday,0,Low,Rainy,2080
Full Face Threading,Personal Care,Gulberg,3.18,1116,Tuesday,1,High,Foggy,2003
Full Face Threading,Personal Care,Model Town,3.82,677,Wednesday,0,Low,Clear,2069
Full Face Threading,Personal Care,Wapda Town,7.14,1031,Saturday,1,High,Sunny,2180
Full Face Threading,Personal Care,Model Town,2.82,1214,Saturday,0,High,Foggy,2136
Full Face Threading,Personal Care,Wapda Town,0.8,483,Monday,0,Low,Rainy,2053
Full Face Threading,Personal Care,Gulberg,4.03,836,Thursday,0,Medium,Foggy,2183
Full Face Threading,Personal Care,DHA,5.72,582,Wednesday,0,Medium,Clear,2121
Full Face Threading,Personal Care,Misri Shah,3.31,1403,Friday,1,Medium,Sunny,2116
Full Face Threading,Personal Care,Valencia,1.05,1413,Saturday,1,High,Clear,2148
Full Face Threading,Personal Care,Androon Lahore,4.06,1140,Tuesday,1,High,Clear,2087
Full Face Threading,Personal Care,Johar Town,1.85,961,Saturday,0,High,Rainy,2060
Full Face Threading,Personal Care,Iqbal Town,3.57,397,Wednesday,0,Medium,Foggy,2070
Full Face Threading,Personal Care,Shadman,7.47,1286,Sunday,0,High,Sunny,2147
Full Face Threading,Personal Care,Shadman,0.78,1016,Tuesday,1,High,Clear,2058
Full Face Threading,Personal Care,Misri Shah,5.61,746,Sunday,0,High,Clear,2052
Full Face Threading,Personal Care,Gulberg,2.57,1240,Wednesday,1,High,Foggy,2102
Home Cleaning,Lifestyle Assistance,Androon Lahore,24.7,335,Thursday,0,Low,Rainy,52
Home Cleaning,Lifestyle Assistance,Johar Town,1.97,1087,Monday,0,Low,Clear,57
Home Cleaning,Lifestyle Assistance,Garden Town,26.52,105,Thursday,0,Low,Foggy,54
Home Cleaning,Lifestyle Assistance,Cantt,10.69,242,Wednesday,1,High,Rainy,46
Home Cleaning,Lifestyle Assistance,Cantt,2.26,592,Friday,0,High,Rainy,60
Home Cleaning,Lifestyle Assistance,Garden Town,7.16,380,Sunday,1,Low,Rainy,57
Home Cleaning,Lifestyle Assistance,Johar Town,24.72,1209,Wednesday,1,High,Foggy,51
Home Cleaning,Lifestyle Assistance,Model Town,8.48,153,Friday,1,Low,Sunny,42
Home Cleaning,Lifestyle Assistance,Shadman,10.87,119,Wednesday,0,Low,Sunny,55
Home Cleaning,Lifestyle Assistance,Johar Town,13.73,213,Tuesday,1,Low,Clear,49
Laundry,Lifestyle Assistance,Misri Shah,8.46,1322,Tuesday,0,Low,Sunny,68
Laundry,Lifestyle Assistance,Garden Town,21.06,459,Thursday,0,Low,Rainy,50
Laundry,Lifestyle Assistance,Township,29.78,102,Friday,1,Low,Rainy,53
Laundry,Lifestyle Assistance,Model Town,17.81,342,Wednesday,0,Low,Rainy,70
Laundry,Lifestyle Assistance,Androon Lahore,24.54,1317,Thursday,0,High,Sunny,60
Laundry,Lifestyle Assistance,Misri Shah,5.66,140,Saturday,1,High,Foggy,57
Laundry,Lifestyle Assistance,DHA,23.88,641,Thursday,0,High,Foggy,64
Laundry,Lifestyle Assistance,Misri Shah,12.43,1103,Tuesday,1,High,Rainy,54
Laundry,Lifestyle Assistance,Iqbal Town,8.3,464,Monday,0,Medium,Foggy,56
Laundry,Lifestyle Assistance,Gulberg,16.55,673,Saturday,1,Low,Foggy,68
Driver,Lifestyle Assistance,Misri Shah,13.32,687,Sunday,0,Medium,Rainy,206
Driver,Lifestyle Assistance,Gari Shahu,7.56,5,Tuesday,0,High,Rainy,199
Driver,Lifestyle Assistance,Androon Lahore,21.46,558,Friday,0,Low,Foggy,207
Driver,Lifestyle Assistance,Gulberg,2.76,1422,Tuesday,1,High,Clear,205
Driver,Lifestyle Assistance,Garden Town,12.67,367,Monday,1,Medium,Sunny,210
Driver,Lifestyle Assistance,Johar Town,3.44,1031,Wednesday,1,Low,Sunny,193
Driver,Lifestyle Assistance,Gari Shahu,2.94,898,Tuesday,1,Low,Cloudy,204
Driver,Lifestyle Assistance,Bahria Town,13.69,443,Wednesday,1,Low,Sunny,206
Driver,Lifestyle Assistance,Misri Shah,15.61,74,Saturday,0,Medium,Foggy,199
Driver,Lifestyle Assistance,Valencia,20.06,1242,Monday,1,Low,Cloudy,198
Outstation Travel,Lifestyle Assistance,Cantt,28.28,260,Tuesday,0,Medium,Cloudy,155
Outstation Travel,Lifestyle Assistance,Wapda Town,29.96,1058,Tuesday,0,Low,Foggy,159
Outstation Travel,Lifestyle Assistance,DHA,22.46,123,Monday,0,Medium,Clear,147
Outstation Travel,Lifestyle Assistance,Shadman,5.55,794,Tuesday,0,Low,Foggy,150
Outstation Travel,Lifestyle Assistance,Wapda Town,29.79,658,Wednesday,0,Medium,Foggy,148
Outstation Travel,Lifestyle Assistance,Township,21.5,882,Friday,1,Low,Clear,154
Outstation Travel,Lifestyle Assistance,Shadman,5.48,834,Monday,0,Medium,Rainy,151
Outstation Travel,Lifestyle Assistance,Bahria Town,26.28,753,Wednesday,1,High,Foggy,159
Outstation Travel,Lifestyle Assistance,Iqbal Town,13.89,1088,Thursday,1,Low,Cloudy,156
Outstation Travel,Lifestyle Assistance,Bahria Town,8.18,785,Monday,1,High,Clear,146
Outstation Travel,Lifestyle Assistance,Androon Lahore,11.45,1171,Tuesday,1,Low,Cloudy,130
Basic Dishwashing,Lifestyle Assistance,Cantt,20.32,226,Monday,1,Low,Cloudy,49
Basic Dishwashing,Lifestyle Assistance,Township,26.03,556,Tuesday,1,Low,Foggy,44
Basic Dishwashing,Lifestyle Assistance,Sultan Pura,13.74,534,Saturday,0,Low,Sunny,32
Basic Dishwashing,Lifestyle Assistance,Androon Lahore,11.45,1171,Tuesday,1,Low,Cloudy,34
Basic Dishwashing,Lifestyle Assistance,Garden Town,23.13,1435,Wednesday,1,High,Rainy,45
Basic Dishwashing,Lifestyle Assistance,Bahria Town,22.84,901,Monday,1,Low,Rainy,31
Basic Dishwashing,Lifestyle Assistance,Iqbal Town,16.78,378,Wednesday,0,High,Rainy,31
Basic Dishwashing,Lifestyle Assistance,Gari Shahu,19.51,740,Thursday,0,Medium,Rainy,49
Basic Dishwashing,Lifestyle Assistance,Gari Shahu,8.71,641,Saturday,0,Low,Rainy,36
Basic Dishwashing,Lifestyle Assistance,Androon Lahore,20.27,844,Sunday,0,Medium,Rainy,45
Chef,Lifestyle Assistance,Gulberg,27.47,112,Monday,0,High,Cloudy,64
Chef,Lifestyle Assistance,Gulberg,23.36,180,Wednesday,1,Low,Rainy,70
Chef,Lifestyle Assistance,Wapda Town,10.24,611,Monday,0,Low,Foggy,79
Chef,Lifestyle Assistance,Cantt,16.27,510,Wednesday,1,Medium,Rainy,79
Chef,Lifestyle Assistance,Model Town,7.18,1306,Sunday,1,Medium,Foggy,70
Chef,Lifestyle Assistance,Iqbal Town,8.52,1235,Friday,1,High,Clear,66
Chef,Lifestyle Assistance,Johar Town,22.72,642,Sunday,1,Medium,Rainy,74
Chef,Lifestyle Assistance,Bahria Town,25.02,910,Saturday,0,Medium,Cloudy,67
Chef,Lifestyle Assistance,Iqbal Town,19.28,991,Saturday,0,High,Clear,66
Chef,Lifestyle Assistance,Wapda Town,29.69,398,Thursday,1,High,Sunny,70
Chef,Lifestyle Assistance,Androon Lahore,4.28,1009,Sunday,0,Low,Cloudy,53
Exterior Car Wash,Lifestyle Assistance,Model Town,23.24,1168,Friday,0,Medium,Clear,608
Exterior Car Wash,Lifestyle Assistance,Iqbal Town,9.56,637,Tuesday,0,Medium,Clear,605
Exterior Car Wash,Lifestyle Assistance,DHA,4.46,359,Thursday,0,Low,Rainy,594
Exterior Car Wash,Lifestyle Assistance,Sultan Pura,17.86,215,Friday,1,High,Sunny,590
Exterior Car Wash,Lifestyle Assistance,Garden Town,21.81,47,Sunday,0,Medium,Cloudy,609
Exterior Car Wash,Lifestyle Assistance,Valencia,6.16,1128,Monday,0,High,Clear,604
Exterior Car Wash,Lifestyle Assistance,DHA,22.59,1345,Thursday,1,Low,Sunny,593
Exterior Car Wash,Lifestyle Assistance,Androon Lahore,4.28,1009,Sunday,0,Low,Cloudy,590
Exterior Car Wash,Lifestyle Assistance,Androon Lahore,7.41,1434,Tuesday,0,Low,Rainy,591
Exterior Car Wash,Lifestyle Assistance,Androon Lahore,11.0,1021,Tuesday,0,Low,Cloudy,596
Interior & Exterior Car Wash,Lifestyle Assistance,Gari Shahu,27.34,811,Tuesday,1,Low,Sunny,1601
Interior & Exterior Car Wash,Lifestyle Assistance,Sultan Pura,6.55,697,Thursday,1,Low,Sunny,1601
Interior & Exterior Car Wash,Lifestyle Assistance,Township,17.66,915,Monday,1,Medium,Cloudy,1599
Interior & Exterior Car Wash,Lifestyle Assistance,Gulberg,24.28,617,Sunday,0,Low,Rainy,1605
Interior & Exterior Car Wash,Lifestyle Assistance,Bahria Town,24.19,1141,Wednesday,1,High,Foggy,1607
Interior & Exterior Car Wash,Lifestyle Assistance,Cantt,17.15,258,Sunday,0,Medium,Clear,1598
Interior & Exterior Car Wash,Lifestyle Assistance,Misri Shah,3.86,1303,Friday,1,High,Sunny,1610
Interior & Exterior Car Wash,Lifestyle Assistance,Garden Town,19.79,1318,Friday,1,High,Clear,1603
Interior & Exterior Car Wash,Lifestyle Assistance,DHA,9.53,324,Thursday,0,High,Cloudy,1606
Interior & Exterior Car Wash,Lifestyle Assistance,Model Town,3.11,1085,Wednesday,0,Medium,Foggy,1599
Interior & Exterior Car Wash,Lifestyle Assistance,Androon Lahore,11.0,1021,Tuesday,0,Low,Cloudy,1300
Garden Gathering,Event decor,Cantt,2.63,502,Wednesday,0,Low,Rainy,4991
Garden Gathering,Event decor,Cantt,17.67,923,Monday,0,High,Cloudy,5100
Garden Gathering,Event decor,Valencia,3.94,2,Thursday,1,High,Rainy,4888
Garden Gathering,Event decor,Valencia,21.18,303,Friday,1,High,Rainy,8491
Garden Gathering,Event decor,Township,26.52,1122,Saturday,1,High,Cloudy,5365
Garden Gathering,Event decor,Township,8.5,1201,Sunday,0,High,Rainy,4856
Garden Gathering,Event decor,Wapda Town,2.99,1352,Monday,0,Medium,Cloudy,6997
Garden Gathering,Event decor,Wapda Town,29.86,563,Sunday,1,Medium,Clear,7417
Garden Gathering,Event decor,Gulberg,18.86,265,Monday,1,Medium,Clear,6429
Garden Gathering,Event decor,Gulberg,20.35,845,Thursday,1,Medium,Clear,5495
Garden Gathering,Event decor,Bahria Town,6.55,17,Thursday,1,High,Clear,6304
Garden Gathering,Event decor,Bahria Town,9.59,637,Sunday,0,Low,Clear,7317
Garden Gathering,Event decor,Iqbal Town,22.58,1419,Friday,0,Low,Sunny,8024
Garden Gathering,Event decor,Iqbal Town,9.24,136,Friday,0,Medium,Sunny,5792
Garden Gathering,Event decor,Model Town,16.76,302,Tuesday,0,Medium,Foggy,6270
Garden Gathering,Event decor,Model Town,15.71,663,Sunday,0,Low,Foggy,4760
Garden Gathering,Event decor,Garden Town,26.53,400,Tuesday,1,Medium,Sunny,5394
Garden Gathering,Event decor,Garden Town,27.75,1322,Tuesday,1,Low,Cloudy,5092
Garden Gathering,Event decor,Johar Town,10.61,1265,Sunday,0,Low,Clear,5170
Garden Gathering,Event decor,Johar Town,16.28,1250,Friday,0,Low,Foggy,5000
Garden Gathering,Event decor,Androon Lahore,16.95,1428,Sunday,1,Low,Rainy,5494
Garden Gathering,Event decor,Androon Lahore,20.72,340,Friday,0,High,Cloudy,8473
Garden Gathering,Event decor,Gari Shahu,5.79,427,Sunday,1,High,Rainy,5970
Garden Gathering,Event decor,Gari Shahu,1.34,808,Friday,0,High,Clear,6298
Garden Gathering,Event decor,Sultan Pura,30.0,5,Tuesday,1,Low,Rainy,7457
Garden Gathering,Event decor,Sultan Pura,14.94,1214,Saturday,0,Medium,Clear,7235
Chandelier Statement Setup,Event decor,Cantt,16.38,1326,Monday,1,Medium,Cloudy,10436
Chandelier Statement Setup,Event decor,Cantt,19.23,769,Wednesday,0,High,Cloudy,11059
Chandelier Statement Setup,Event decor,Valencia,7.95,1097,Wednesday,1,Medium,Sunny,11933
Chandelier Statement Setup,Event decor,Valencia,0.8,1350,Wednesday,1,Low,Cloudy,13972
Chandelier Statement Setup,Event decor,Township,21.35,1308,Tuesday,1,Medium,Cloudy,13999
Chandelier Statement Setup,Event decor,Township,12.14,572,Monday,0,Medium,Rainy,10877
Chandelier Statement Setup,Event decor,Wapda Town,2.56,1031,Friday,0,High,Cloudy,10165
Chandelier Statement Setup,Event decor,Wapda Town,23.2,221,Tuesday,0,Low,Cloudy,12932
Chandelier Statement Setup,Event decor,Gulberg,5.49,631,Wednesday,1,Low,Clear,11225
Chandelier Statement Setup,Event decor,Gulberg,8.15,1343,Monday,1,High,Foggy,10198
Chandelier Statement Setup,Event decor,Bahria Town,12.88,46,Wednesday,0,High,Cloudy,12816
Chandelier Statement Setup,Event decor,Bahria Town,11.27,202,Thursday,0,Medium,Clear,12271
Chandelier Statement Setup,Event decor,Iqbal Town,9.41,1188,Monday,0,High,Cloudy,10352
Chandelier Statement Setup,Event decor,Iqbal Town,15.9,958,Friday,1,High,Sunny,12399
Chandelier Statement Setup,Event decor,Model Town,18.65,76,Sunday,1,High,Sunny,13150
Chandelier Statement Setup,Event decor,Model Town,10.42,202,Monday,0,Low,Foggy,11126
Chandelier Statement Setup,Event decor,Garden Town,22.99,957,Monday,1,Medium,Sunny,13055
